Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/LoginInvalid/android.widget.EditText (1)""), ""manusia"", 0)",,,,2022-12-18 02:02:24,2022-12-18 02:02:25,0.846s,PASSED
hideKeyboard(),,,,2022-12-18 02:02:25,2022-12-18 02:02:28,2.921s,PASSED
"tap(findTestObject(""Object Repository/LoginInvalid/android.widget.Button""), 0)",,,,2022-12-18 02:02:28,2022-12-18 02:02:29,1.202s,PASSED
"verifyElementText(findTestObject(""Object Repository/LoginInvalid/android.view.View (1)""), """")",,,,2022-12-18 02:02:29,2022-12-18 02:02:30,0.712s,PASSED
closeApplication(),,,,2022-12-18 02:02:30,2022-12-18 02:02:32,1.755s,PASSED
"startApplication(""E:\SEMESTER 7\MBKM\Capstone Project\CICD\Aplikasi\Terbaru\app-release.apk"", true)",,,,2022-12-18 02:02:32,2022-12-18 02:02:53,21.028s,PASSED
"tap(findTestObject(""Object Repository/LoginInvalid2/android.view.View""), 0)",,,,2022-12-18 02:02:53,2022-12-18 02:02:55,2.010s,PASSED
"tap(findTestObject(""Object Repository/LoginInvalid2/android.widget.EditText - email address""), 0)",,,,2022-12-18 02:02:55,2022-12-18 02:02:56,1.143s,PASSED
hideKeyboard(),,,,2022-12-18 02:02:56,2022-12-18 02:02:59,2.954s,PASSED
"tap(findTestObject(""Object Repository/LoginInvalid2/android.widget.EditText - password""), 0)",,,,2022-12-18 02:02:59,2022-12-18 02:02:59,0.416s,PASSED
hideKeyboard(),,,,2022-12-18 02:02:59,2022-12-18 02:03:02,2.975s,PASSED
"tap(findTestObject(""Object Repository/LoginInvalid2/android.widget.Button""), 0)",,,,2022-12-18 02:03:02,2022-12-18 02:03:03,0.648s,PASSED
"verifyElementText(findTestObject(""Object Repository/LoginInvalid2/android.view.View (1)""), """")",,,,2022-12-18 02:03:03,2022-12-18 02:03:03,0.606s,PASSED
closeApplication(),,,,2022-12-18 02:03:03,2022-12-18 02:03:05,1.871s,PASSED
"startApplication(""E:\SEMESTER 7\MBKM\Capstone Project\CICD\Aplikasi\Terbaru\app-release.apk"", true)",,,,2022-12-18 02:03:05,2022-12-18 02:03:27,21.379s,PASSED
"tap(findTestObject(""Object Repository/LoginInvalid4/android.view.View""), 0)",,,,2022-12-18 02:03:27,2022-12-18 02:03:28,1.357s,PASSED
"tap(findTestObject(""Object Repository/LoginInvalid4/android.widget.EditText - email address""), 0)",,,,2022-12-18 02:03:28,2022-12-18 02:03:29,1.153s,PASSED
"setText(findTestObject(""Object Repository/LoginInvalid4/android.widget.EditText""), ""qe1@gmail.com"", 0)",,,,2022-12-18 02:03:29,2022-12-18 02:03:30,1.375s,PASSED
hideKeyboard(),,,,2022-12-18 02:03:30,2022-12-18 02:03:33,2.988s,PASSED
"tap(findTestObject(""Object Repository/LoginInvalid4/android.widget.Button""), 0)",,,,2022-12-18 02:03:33,2022-12-18 02:03:34,0.882s,PASSED
"verifyElementText(findTestObject(""Object Repository/LoginInvalid4/android.view.View (1)""), """")",,,,2022-12-18 02:03:34,2022-12-18 02:03:35,0.167s,PASSED
closeApplication(),,,,2022-12-18 02:03:35,2022-12-18 02:03:36,1.472s,PASSED
"startApplication(""E:\SEMESTER 7\MBKM\Capstone Project\CICD\Aplikasi\Terbaru\app-release.apk"", true)",,,,2022-12-18 02:03:36,2022-12-18 02:03:57,21.275s,PASSED
"tap(findTestObject(""Object Repository/LoginInvalid3/android.view.View""), 0)",,,,2022-12-18 02:03:57,2022-12-18 02:03:59,1.747s,PASSED
"tap(findTestObject(""Object Repository/LoginInvalid3/android.widget.EditText - password""), 0)",,,,2022-12-18 02:03:59,2022-12-18 02:04:01,1.616s,PASSED
"setText(findTestObject(""Object Repository/LoginInvalid3/android.widget.EditText""), ""testing123"", 0)",,,,2022-12-18 02:04:01,2022-12-18 02:04:02,1.347s,PASSED
hideKeyboard(),,,,2022-12-18 02:04:02,2022-12-18 02:04:05,3.183s,PASSED
"tap(findTestObject(""Object Repository/LoginInvalid3/android.widget.Button""), 0)",,,,2022-12-18 02:04:05,2022-12-18 02:04:06,1.226s,PASSED
"verifyElementText(findTestObject(""Object Repository/LoginInvalid3/android.view.View (1)""), """")",,,,2022-12-18 02:04:06,2022-12-18 02:04:07,0.236s,PASSED
closeApplication(),,,,2022-12-18 02:04:07,2022-12-18 02:04:08,1.477s,PASSED
