Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tap(findTestObject(""Object Repository/BookingOnline/Book2/android.widget.Button (2)""), 0)",,,,2022-12-21 04:16:18,2022-12-21 04:16:19,1.519s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book2/android.widget.Button (3)""), 0)",,,,2022-12-21 04:16:19,2022-12-21 04:16:21,1.394s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book2/android.widget.Button (4)""), 0)",,,,2022-12-21 04:16:21,2022-12-21 04:16:22,1.145s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book2/android.widget.Button (5)""), 0)",,,,2022-12-21 04:16:22,2022-12-21 04:16:23,0.847s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book2/android.widget.Button (6)""), 0)",,,,2022-12-21 04:16:23,2022-12-21 04:16:24,0.976s,PASSED
"verifyElementText(findTestObject(""Object Repository/BookingOnline/Book2/android.view.View (3)""), """")",,,,2022-12-21 04:16:24,2022-12-21 04:16:24,0.232s,PASSED
closeApplication(),,,,2022-12-21 04:16:24,2022-12-21 04:16:25,1.532s,PASSED
,,,,,,,
Test Cases/Booking/Online/TC_BookingClassOnline_03,,,,2022-12-21 04:16:25,2022-12-21 04:17:06,40.399s,PASSED
"startApplication(""E:\SEMESTER 7\MBKM\Capstone Project\CICD\Aplikasi\Terbaru\app-release.apk"", true)",,,,2022-12-21 04:16:26,2022-12-21 04:16:47,20.877s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book1/android.view.View""), 0)",,,,2022-12-21 04:16:47,2022-12-21 04:16:49,2.111s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book1/android.widget.EditText - email address""), 0)",,,,2022-12-21 04:16:49,2022-12-21 04:16:50,1.202s,PASSED
"setText(findTestObject(""Object Repository/BookingOnline/Book1/android.widget.EditText""), ""qe1@gmail.com"", 0)",,,,2022-12-21 04:16:50,2022-12-21 04:16:51,1.371s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book1/android.widget.EditText - password""), 0)",,,,2022-12-21 04:16:51,2022-12-21 04:16:52,0.740s,PASSED
"setText(findTestObject(""Object Repository/BookingOnline/Book1/android.widget.EditText (1)""), ""12344321"", 0)",,,,2022-12-21 04:16:52,2022-12-21 04:16:53,0.942s,PASSED
hideKeyboard(),,,,2022-12-21 04:16:53,2022-12-21 04:16:56,3.142s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book1/android.widget.Button""), 0)",,,,2022-12-21 04:16:56,2022-12-21 04:16:57,0.618s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book1/android.widget.ImageView""), 0)",,,,2022-12-21 04:16:57,2022-12-21 04:16:58,1.524s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book1/android.widget.Button (1)""), 0)",,,,2022-12-21 04:16:58,2022-12-21 04:17:00,1.929s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book1/android.view.View (1)""), 0)",,,,2022-12-21 04:17:00,2022-12-21 04:17:01,0.326s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book1/android.view.View (2)""), 0)",,,,2022-12-21 04:17:01,2022-12-21 04:17:02,1.120s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book1/android.widget.Button (2)""), 0)",,,,2022-12-21 04:17:02,2022-12-21 04:17:03,1.536s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book1/android.widget.Button (3)""), 0)",,,,2022-12-21 04:17:03,2022-12-21 04:17:04,0.972s,PASSED
"verifyElementText(findTestObject(""Object Repository/BookingOnline/Book1/android.view.View (3)""), """")",,,,2022-12-21 04:17:04,2022-12-21 04:17:04,0.219s,PASSED
closeApplication(),,,,2022-12-21 04:17:04,2022-12-21 04:17:06,1.527s,PASSED
,,,,,,,
Test Cases/Booking/Online/TC_BookingClassOnline_11,,,,2022-12-21 04:17:06,2022-12-21 04:17:51,44.708s,PASSED
"startApplication(""E:\SEMESTER 7\MBKM\Capstone Project\CICD\Aplikasi\Terbaru\app-release.apk"", true)",,,,2022-12-21 04:17:06,2022-12-21 04:17:27,20.504s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book3/android.view.View""), 0)",,,,2022-12-21 04:17:27,2022-12-21 04:17:29,2.137s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book3/android.widget.EditText - email address""), 0)",,,,2022-12-21 04:17:29,2022-12-21 04:17:30,1.230s,PASSED
"setText(findTestObject(""Object Repository/BookingOnline/Book3/android.widget.EditText""), ""qe1@gmail.com"", 0)",,,,2022-12-21 04:17:30,2022-12-21 04:17:31,1.418s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book3/android.widget.EditText - password""), 0)",,,,2022-12-21 04:17:31,2022-12-21 04:17:32,0.774s,PASSED
"setText(findTestObject(""Object Repository/BookingOnline/Book3/android.widget.EditText (1)""), ""12344321"", 0)",,,,2022-12-21 04:17:32,2022-12-21 04:17:33,0.927s,PASSED
hideKeyboard(),,,,2022-12-21 04:17:33,2022-12-21 04:17:36,3.096s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book3/android.widget.Button""), 0)",,,,2022-12-21 04:17:36,2022-12-21 04:17:37,1.236s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book3/android.widget.ImageView""), 0)",,,,2022-12-21 04:17:37,2022-12-21 04:17:39,1.950s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book3/android.widget.Button (1)""), 0)",,,,2022-12-21 04:17:39,2022-12-21 04:17:41,1.149s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book3/android.view.View (1)""), 0)",,,,2022-12-21 04:17:41,2022-12-21 04:17:41,0.264s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book3/android.view.View (2)""), 0)",,,,2022-12-21 04:17:41,2022-12-21 04:17:42,1.103s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book3/android.widget.Button (2)""), 0)",,,,2022-12-21 04:17:42,2022-12-21 04:17:43,1.546s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book3/android.widget.Button (3)""), 0)",,,,2022-12-21 04:17:43,2022-12-21 04:17:45,1.401s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book3/android.widget.Button (4)""), 0)",,,,2022-12-21 04:17:45,2022-12-21 04:17:46,1.118s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book3/android.widget.Button (5)""), 0)",,,,2022-12-21 04:17:46,2022-12-21 04:17:47,0.839s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book3/android.widget.Button (6)""), 0)",,,,2022-12-21 04:17:47,2022-12-21 04:17:48,1.097s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book3/android.widget.Button (7)""), 0)",,,,2022-12-21 04:17:48,2022-12-21 04:17:49,1.103s,PASSED
"tap(findTestObject(""Object Repository/BookingOnline/Book3/android.view.View (3)""), 0)",,,,2022-12-21 04:17:49,2022-12-21 04:17:49,0.235s,PASSED
closeApplication(),,,,2022-12-21 04:17:49,2022-12-21 04:17:51,1.383s,PASSED
