Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
hideKeyboard(),,,,2022-12-21 03:46:36,2022-12-21 03:46:39,3.079s,PASSED
"tap(findTestObject(""Object Repository/Booking1/Book4/android.widget.Button""), 0)",,,,2022-12-21 03:46:39,2022-12-21 03:46:39,0.709s,PASSED
"tap(findTestObject(""Object Repository/Booking1/Book4/android.widget.ImageView""), 0)",,,,2022-12-21 03:46:39,2022-12-21 03:46:41,1.639s,PASSED
"tap(findTestObject(""Object Repository/Booking1/Book4/android.widget.Button (1)""), 0)",,,,2022-12-21 03:46:41,2022-12-21 03:46:43,1.936s,PASSED
"tap(findTestObject(""Object Repository/Booking1/Book4/android.widget.EditText - Search""), 0)",,,,2022-12-21 03:46:43,2022-12-21 03:46:43,0.267s,PASSED
"setText(findTestObject(""Object Repository/Booking1/Book4/android.widget.EditText (2)""), ""Zumba"", 0)",,,,2022-12-21 03:46:43,2022-12-21 03:46:45,1.518s,PASSED
"tap(findTestObject(""Object Repository/Booking1/Book4/android.widget.ImageView (1)""), 0)",,,,2022-12-21 03:46:45,2022-12-21 03:46:46,1.006s,PASSED
"tap(findTestObject(""Object Repository/Booking1/Book4/android.widget.Button (2)""), 0)",,,,2022-12-21 03:46:46,2022-12-21 03:46:47,1.509s,PASSED
"tap(findTestObject(""Object Repository/Booking1/Book4/android.widget.Button (3)""), 0)",,,,2022-12-21 03:46:47,2022-12-21 03:46:48,0.886s,PASSED
"verifyElementText(findTestObject(""Object Repository/Booking1/Book4/android.view.View (1)""), """")",,,,2022-12-21 03:46:48,2022-12-21 03:46:48,0.211s,PASSED
closeApplication(),,,,2022-12-21 03:46:48,2022-12-21 03:46:50,1.394s,PASSED
,,,,,,,
Test Cases/Booking/Offline/TC_BookingClassOffline_11,,,,2022-12-21 03:46:50,2022-12-21 03:47:42,52.304s,PASSED
"startApplication(""E:\SEMESTER 7\MBKM\Capstone Project\CICD\Aplikasi\Terbaru\app-release.apk"", true)",,,,2022-12-21 03:46:50,2022-12-21 03:47:18,27.960s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book5/android.view.View""), 0)",,,,2022-12-21 03:47:18,2022-12-21 03:47:20,2.105s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book5/android.widget.EditText - email address""), 0)",,,,2022-12-21 03:47:20,2022-12-21 03:47:21,1.236s,PASSED
"setText(findTestObject(""Object Repository/BookingOffline/Book5/android.widget.EditText""), ""qe1@gmail.com"", 0)",,,,2022-12-21 03:47:21,2022-12-21 03:47:23,1.415s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book5/android.widget.EditText - password""), 0)",,,,2022-12-21 03:47:23,2022-12-21 03:47:23,0.754s,PASSED
"setText(findTestObject(""Object Repository/BookingOffline/Book5/android.widget.EditText (1)""), ""12344321"", 0)",,,,2022-12-21 03:47:23,2022-12-21 03:47:24,0.956s,PASSED
hideKeyboard(),,,,2022-12-21 03:47:24,2022-12-21 03:47:27,3.127s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book5/android.widget.Button""), 0)",,,,2022-12-21 03:47:27,2022-12-21 03:47:28,0.612s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book5/android.widget.ImageView""), 0)",,,,2022-12-21 03:47:28,2022-12-21 03:47:30,1.648s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book5/android.widget.Button (1)""), 0)",,,,2022-12-21 03:47:30,2022-12-21 03:47:32,1.959s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book5/android.widget.EditText - Search""), 0)",,,,2022-12-21 03:47:32,2022-12-21 03:47:32,0.280s,PASSED
"setText(findTestObject(""Object Repository/BookingOffline/Book5/android.widget.EditText (2)""), ""Zumba"", 0)",,,,2022-12-21 03:47:32,2022-12-21 03:47:33,1.444s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book5/android.widget.ImageView (1)""), 0)",,,,2022-12-21 03:47:33,2022-12-21 03:47:34,0.978s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book5/android.widget.Button (2)""), 0)",,,,2022-12-21 03:47:34,2022-12-21 03:47:36,1.614s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book5/android.widget.Button (3)""), 0)",,,,2022-12-21 03:47:36,2022-12-21 03:47:37,1.451s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book5/android.widget.Button (4)""), 0)",,,,2022-12-21 03:47:37,2022-12-21 03:47:39,1.153s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book5/android.widget.Button (5)""), 0)",,,,2022-12-21 03:47:39,2022-12-21 03:47:39,0.857s,PASSED
"tap(findTestObject(""Object Repository/BookingOffline/Book5/android.widget.Button (6)""), 0)",,,,2022-12-21 03:47:39,2022-12-21 03:47:40,0.875s,PASSED
"verifyElementText(findTestObject(""Object Repository/BookingOffline/Book5/android.view.View (1)""), """")",,,,2022-12-21 03:47:40,2022-12-21 03:47:41,0.185s,PASSED
closeApplication(),,,,2022-12-21 03:47:41,2022-12-21 03:47:42,1.485s,PASSED
